Id;Topic;Min Type;Min Value;Max Type;Max Value;Type;Unit;Current Type;Current Value;Column1
RAMP_STOP;device/status/OEQ1721096/3/RAMP_STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
RAMP_TIME;device/status/OEQ1721096/3/RAMP_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
WORKING;device/status/OEQ1721096/3/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/PEQ1196564/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/PEQ1196564/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/PEQ1196564/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/PEQ1196564/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/PEQ1196564/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;128;
RSSI_PEER;device/status/PEQ1196564/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;217;
STICKY_UNREACH;device/status/PEQ1196564/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/PEQ1196564/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/PEQ1196564/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/PEQ1196564/1/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
ERROR_OVERHEAT;device/status/PEQ1196564/1/ERROR_OVERHEAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_OVERLOAD;device/status/PEQ1196564/1/ERROR_OVERLOAD;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_REDUCED;device/status/PEQ1196564/1/ERROR_REDUCED;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/PEQ1196564/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/PEQ1196564/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/PEQ1196564/1/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
LEVEL_REAL;device/status/PEQ1196564/1/LEVEL_REAL;Number;0;Number;1;FLOAT;1;Number;0;
OLD_LEVEL;device/status/PEQ1196564/1/OLD_LEVEL;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/PEQ1196564/1/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
RAMP_STOP;device/status/PEQ1196564/1/RAMP_STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
RAMP_TIME;device/status/PEQ1196564/1/RAMP_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
WORKING;device/status/PEQ1196564/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/PEQ1196564/2/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
ERROR_OVERHEAT;device/status/PEQ1196564/2/ERROR_OVERHEAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_OVERLOAD;device/status/PEQ1196564/2/ERROR_OVERLOAD;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_REDUCED;device/status/PEQ1196564/2/ERROR_REDUCED;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/PEQ1196564/2/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/PEQ1196564/2/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/PEQ1196564/2/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
LEVEL_REAL;device/status/PEQ1196564/2/LEVEL_REAL;Number;0;Number;1;FLOAT;1;Number;0;
OLD_LEVEL;device/status/PEQ1196564/2/OLD_LEVEL;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/PEQ1196564/2/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
RAMP_STOP;device/status/PEQ1196564/2/RAMP_STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
RAMP_TIME;device/status/PEQ1196564/2/RAMP_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
WORKING;device/status/PEQ1196564/2/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DIRECTION;device/status/PEQ1196564/3/DIRECTION;Number;0;Number;3;ENUM;;Number;0;
ERROR_OVERHEAT;device/status/PEQ1196564/3/ERROR_OVERHEAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_OVERLOAD;device/status/PEQ1196564/3/ERROR_OVERLOAD;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
ERROR_REDUCED;device/status/PEQ1196564/3/ERROR_REDUCED;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/PEQ1196564/3/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/PEQ1196564/3/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
LEVEL;device/status/PEQ1196564/3/LEVEL;Number;0;Number;1;FLOAT;1;Number;0;
LEVEL_REAL;device/status/PEQ1196564/3/LEVEL_REAL;Number;0;Number;1;FLOAT;1;Number;0;
OLD_LEVEL;device/status/PEQ1196564/3/OLD_LEVEL;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/PEQ1196564/3/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
RAMP_STOP;device/status/PEQ1196564/3/RAMP_STOP;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
RAMP_TIME;device/status/PEQ1196564/3/RAMP_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
WORKING;device/status/PEQ1196564/3/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
AES_KEY;device/status/SEQ2762935/0/AES_KEY;Number;0;Number;127;INTEGER;;Number;0;
CONFIG_PENDING;device/status/SEQ2762935/0/CONFIG_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DEVICE_IN_BOOTLOADER;device/status/SEQ2762935/0/DEVICE_IN_BOOTLOADER;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
DUTYCYCLE;device/status/SEQ2762935/0/DUTYCYCLE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
LOWBAT;device/status/SEQ2762935/0/LOWBAT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
RSSI_DEVICE;device/status/SEQ2762935/0/RSSI_DEVICE;Number;-2147483648;Number;2147483647;INTEGER;;Number;1;
RSSI_PEER;device/status/SEQ2762935/0/RSSI_PEER;Number;-2147483648;Number;2147483647;INTEGER;;Number;188;
STICKY_UNREACH;device/status/SEQ2762935/0/STICKY_UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UNREACH;device/status/SEQ2762935/0/UNREACH;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
UPDATE_PENDING;device/status/SEQ2762935/0/UPDATE_PENDING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/SEQ2762935/1/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/SEQ2762935/1/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/SEQ2762935/1/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/SEQ2762935/1/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
WORKING;device/status/SEQ2762935/1/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/SEQ2762935/2/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/SEQ2762935/2/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/SEQ2762935/2/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/SEQ2762935/2/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;TRUE;TRUE;
WORKING;device/status/SEQ2762935/2/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/SEQ2762935/3/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/SEQ2762935/3/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/SEQ2762935/3/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/SEQ2762935/3/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
WORKING;device/status/SEQ2762935/3/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INHIBIT;device/status/SEQ2762935/4/INHIBIT;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
INSTALL_TEST;device/status/SEQ2762935/4/INSTALL_TEST;FALSE;FALSE;TRUE;TRUE;ACTION;;FALSE;FALSE;
ON_TIME;device/status/SEQ2762935/4/ON_TIME;Number;0;Number;85825945.6;FLOAT;s;Number;0;
STATE;device/status/SEQ2762935/4/STATE;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
WORKING;device/status/SEQ2762935/4/WORKING;FALSE;FALSE;TRUE;TRUE;BOOL;;FALSE;FALSE;
